courseid;id_kategorie;cely_nazev_kurzu;short_code_kurzu;zacatek_kurzu;konec_kurzu;nazev_kategorie;kod_kurzu;kod_ved_urednik;kod_urednik;mesto;misto_konani;popis_kurzu;multi_date_course;cas_kurzu;druh_kurzu;zamekkod;max_students;Pocet_studentu;Pocet_ostatnich;Pocet_uspesnych_dokonceni;Pocet_osvedceni_a_certifikatu;Pocet_osvedceni;Pocet_certifikatu;Kontaktni_osoba;
1168;130;Volitelné téma 4: Zastupitel jako hospodáø: majetek: hospodaøení s majetkem dle zákona o obcích, obecní majetek zbytnı/nezbytnı, zpùsoby péèe o majetek;VT4_20190218;18.02.2019 12:00;18.02.2019 14:00;Vzdìlávání zastupitelù;;;;Øíèany (okres Praha-vıchod);DSO Ladùv kraj;;;2;;NE;;19;1;19;0;0;0; / ;
1169;130;Volitelné téma 5: Zastupitel jako osoba odpovìdná za dlouhodobı rozvoj obce: strategickı plán, strategické dokumenty jednotlivıch oblastí, územní plán;VT5_20190218;18.02.2019 14:00;18.02.2019 15:00;Vzdìlávání zastupitelù;;;;Øíèany (okres Praha-vıchod);DSO Ladùv kraj;;;1;;NE;;19;1;19;0;0;0; / ;
1170;130;Základní téma: Základní principy fungování obcí;ZT_20190219;19.02.2019 12:00;19.02.2019 16:00;Vzdìlávání zastupitelù;;;;Sedlice (okres Pøíbram);;;;4;;NE;;13;1;13;0;0;0; / ;
1171;130;Volitelné téma 3: Zastupitel jako hospodáø: finance: rozpoèet obce – navrhování, schvalování, plnìní, kontrola, prevence zadluenosti obce;VT3_20190219;19.02.2019 16:00;19.02.2019 18:00;Vzdìlávání zastupitelù;;;;Sedlice (okres Pøíbram);;;;2;;NE;;13;0;13;0;0;0; / ;
1172;130;Volitelné téma 4: Zastupitel jako hospodáø: majetek: hospodaøení s majetkem dle zákona o obcích, obecní majetek zbytnı/nezbytnı, zpùsoby péèe o majetek;VT4_20190219;19.02.2019 18:00;19.02.2019 20:00;Vzdìlávání zastupitelù;;;;Sedlice (okres Pøíbram);;;;2;;NE;;13;1;13;0;0;0; / ;
1173;130;Volitelné téma 5: Zastupitel jako osoba odpovìdná za dlouhodobı rozvoj obce: strategickı plán, strategické dokumenty jednotlivıch oblastí, územní plán;VT5_20190219;19.02.2019 20:00;19.02.2019 22:00;Vzdìlávání zastupitelù;;;;Sedlice (okres Pøíbram);;;;2;;NE;;13;0;13;0;0;0; / ;
1174;130;Základní téma: Základní principy fungování obcí;ZT_20190221;21.02.2019 08:00;21.02.2019 12:00;Vzdìlávání zastupitelù;;;;Novı Jièín (okres Novı Jièín);;;;4;;NE;;21;1;21;0;0;0; / ;
1175;130;Volitelné téma 3: Zastupitel jako hospodáø: finance: rozpoèet obce – navrhování, schvalování, plnìní, kontrola, prevence zadluenosti obce;VT3_20190221;21.02.2019 12:00;21.02.2019 14:00;Vzdìlávání zastupitelù;;;;Novı Jièín (okres Novı Jièín);;;;2;;NE;;21;1;21;0;0;0; / ;
1176;130;Volitelné téma 4: Zastupitel jako hospodáø: majetek: hospodaøení s majetkem dle zákona o obcích, obecní majetek zbytnı/nezbytnı, zpùsoby péèe o majetek;VT4_20190221;21.02.2019 14:00;21.02.2019 16:00;Vzdìlávání zastupitelù;;;;Novı Jièín (okres Novı Jièín);;;;2;;NE;;21;1;21;0;0;0; / ;
1177;130;Volitelné téma 6: Zastupitel jako zákonodárce a ombudsman: legislativní nástroje obce, práva obèanù a monosti jejich obhajoby, práva zastupitelù apod.;VT6_20190221;21.02.2019 16:00;21.02.2019 18:00;Vzdìlávání zastupitelù;;;;Novı Jièín (okres Novı Jièín);;;;2;;NE;;21;1;21;0;0;0; / ;
1178;130;Volitelné téma 3: Zastupitel jako hospodáø: finance: rozpoèet obce – navrhování, schvalování, plnìní, kontrola, prevence zadluenosti obce;VT3_20190222;22.02.2019 08:00;22.02.2019 10:00;Vzdìlávání zastupitelù;;;;Benátky nad Jizerou (okres Mladá Boleslav);;;;2;;NE;;11;1;11;0;0;0; / ;
1179;130;Volitelné téma 4: Zastupitel jako hospodáø: majetek: hospodaøení s majetkem dle zákona o obcích, obecní majetek zbytnı/nezbytnı, zpùsoby péèe o majetek;VT4_20190222;22.02.2019 10:00;22.02.2019 12:00;Vzdìlávání zastupitelù;;;;Benátky nad Jizerou (okres Mladá Boleslav);;;;2;;NE;;11;1;11;0;0;0; / ;
1180;130;Volitelné téma 6: Zastupitel jako zákonodárce a ombudsman: legislativní nástroje obce, práva obèanù a monosti jejich obhajoby, práva zastupitelù apod.;VT6_20190222;22.02.2019 12:00;22.02.2019 14:00;Vzdìlávání zastupitelù;;;;Benátky nad Jizerou (okres Mladá Boleslav);;;;2;;NE;;11;1;11;0;0;0; / ;
1181;130;Základní téma: Základní principy fungování obcí;ZT_20190226;26.02.2019 15:00;26.02.2019 20:00;Vzdìlávání zastupitelù;;;;Vratimov (okres Ostrava-mìsto);;;;5;;NE;;13;1;13;0;0;0; / ;
1182;130;Volitelné téma 3: Zastupitel jako hospodáø: finance: rozpoèet obce – navrhování, schvalování, plnìní, kontrola, prevence zadluenosti obce;VT3_20190226;26.02.2019 10:00;26.02.2019 14:00;Vzdìlávání zastupitelù;;;;Ivanèice (okres Brno-venkov);DSO Ivanèicko;;;4;;NE;;19;1;19;0;0;0; / ;
1183;130;Volitelné téma 4: Zastupitel jako hospodáø: majetek: hospodaøení s majetkem dle zákona o obcích, obecní majetek zbytnı/nezbytnı, zpùsoby péèe o majetek;VT4_20190226;26.02.2019 14:00;26.02.2019 16:00;Vzdìlávání zastupitelù;;;;Ivanèice (okres Brno-venkov);DSO Ivanèicko;;;2;;NE;;19;1;19;0;0;0; / ;
1184;130;Volitelné téma 5: Zastupitel jako osoba odpovìdná za dlouhodobı rozvoj obce: strategickı plán, strategické dokumenty jednotlivıch oblastí, územní plán;VT5_20190226;26.02.2019 18:00;26.02.2019 20:00;Vzdìlávání zastupitelù;;;;Ivanèice (okres Brno-venkov);DSO Ivanèicko;;;2;;NE;;19;1;19;0;0;0; / ;
1185;130;Volitelné téma 3: Zastupitel jako hospodáø: finance: rozpoèet obce – navrhování, schvalování, plnìní, kontrola, prevence zadluenosti obce;VT3_20190228;28.02.2019 14:00;28.02.2019 16:00;Vzdìlávání zastupitelù;;;;Dobruška (okres Rychnov nad Knìnou);;;;2;;NE;;16;1;16;0;0;0; / ;
1186;130;Volitelné téma 3: Zastupitel jako hospodáø: finance: rozpoèet obce – navrhování, schvalování, plnìní, kontrola, prevence zadluenosti obce;VT3_20190228SlezskaBrna;28.02.2019 15:00;28.02.2019 17:00;Vzdìlávání zastupitelù;;;;Vratimov (okres Ostrava-mìsto);DSO Slezská Brána;;;2;;NE;;13;1;13;0;0;0; / ;
1187;130;Volitelné téma 4: Zastupitel jako hospodáø: majetek: hospodaøení s majetkem dle zákona o obcích, obecní majetek zbytnı/nezbytnı, zpùsoby péèe o majetek;VT4_20190228;28.02.2019 16:00;28.02.2019 18:00;Vzdìlávání zastupitelù;;;;Dobruška (okres Rychnov nad Knìnou);;;;2;;NE;;16;1;16;0;0;0; / ;
1188;130;Volitelné téma 4: Zastupitel jako hospodáø: majetek: hospodaøení s majetkem dle zákona o obcích, obecní majetek zbytnı/nezbytnı, zpùsoby péèe o majetek;VT4_20190228_SlezskaBrana;28.02.2019 17:00;28.02.2019 19:00;Vzdìlávání zastupitelù;;;;Vratimov (okres Ostrava-mìsto);DSO Slezská Brána;;;2;;NE;;13;1;13;0;0;0; / ;
1189;130;Volitelné téma 5: Zastupitel jako osoba odpovìdná za dlouhodobı rozvoj obce: strategickı plán, strategické dokumenty jednotlivıch oblastí, územní plán;VT5_20190228_Slezská-Brána;28.02.2019 19:00;28.02.2019 20:00;Vzdìlávání zastupitelù;;;;Vratimov (okres Ostrava-mìsto);DSO Slezská Brána;;;1;;NE;;13;1;13;0;0;0; / ;
1190;130;Volitelné téma 6: Zastupitel jako zákonodárce a ombudsman: legislativní nástroje obce, práva obèanù a monosti jejich obhajoby, práva zastupitelù apod.;VT6_20190228;28.02.2019 18:00;28.02.2019 19:00;Vzdìlávání zastupitelù;;;;Dobruška (okres Rychnov nad Knìnou);;;;1;;NE;;16;1;16;0;0;0; / ;
1191;130;Zákon è. 106/1999 Sb. O svobodném pøístupu k informacím;ZAK106_20190228;28.02.2019 08:30;28.02.2019 16:30;Vzdìlávání zastupitelù;;;;Hoøovice (okres Beroun);;;;8;;NE;;7;1;7;0;0;0; / ;
1192;130;Základní téma: Základní principy fungování obcí;ZT_20190305;05.03.2019 15:00;05.03.2019 21:00;Vzdìlávání zastupitelù;;;;Doudleby nad Orlicí (okres Rychnov nad Knìnou);;;;6;;NE;;11;1;11;0;0;0; / ;
1193;130;Základní téma: Základní principy fungování obcí;ZT_20190307;07.03.2019 15:00;07.03.2019 20:00;Vzdìlávání zastupitelù;;;;Doksy (okres Èeská Lípa);;;;5;;NE;;11;1;11;0;0;0; / ;
1194;130;Základní téma: Základní principy fungování obcí;ZT_20190307_Nemochovice;07.03.2019 15:00;07.03.2019 17:00;Vzdìlávání zastupitelù;;;;Nemochovice (okres Vyškov);DSO Mezihoøí;;;2;;NE;;23;1;23;0;0;0; / ;
1195;130;Základní téma: Základní principy fungování obcí;ZT_20190307_Pribram;07.03.2019 08:00;07.03.2019 10:00;Vzdìlávání zastupitelù;;;;Pøíbram (okres Pøíbram);;;;2;;NE;;15;1;15;0;0;0; / ;
1196;130;Volitelné téma 3: Zastupitel jako hospodáø: finance: rozpoèet obce – navrhování, schvalování, plnìní, kontrola, prevence zadluenosti obce;VT3_20190307_Nemochovice;07.03.2019 18:00;07.03.2019 20:00;Vzdìlávání zastupitelù;;;;Nemochovice (okres Vyškov);DSO Mezihoøí;;;2;;NE;;23;1;23;0;0;0; / ;
1197;130;Volitelné téma 3: Zastupitel jako hospodáø: finance: rozpoèet obce – navrhování, schvalování, plnìní, kontrola, prevence zadluenosti obce;VT3_20190307_Pribram;07.03.2019 10:00;07.03.2019 12:00;Vzdìlávání zastupitelù;;;;Pøíbram (okres Pøíbram);;;;2;;NE;;15;1;15;0;0;0; / ;
1198;130;Volitelné téma 4: Zastupitel jako hospodáø: majetek: hospodaøení s majetkem dle zákona o obcích, obecní majetek zbytnı/nezbytnı, zpùsoby péèe o majetek;VT4_20190307_Nemochovice;07.03.2019 19:00;07.03.2019 21:00;Vzdìlávání zastupitelù;;;;Nemochovice (okres Vyškov);DSO Mezihoøí;;;2;;NE;;38;1;38;0;0;0; / ;
1199;130;Volitelné téma 5: Zastupitel jako osoba odpovìdná za dlouhodobı rozvoj obce: strategickı plán, strategické dokumenty jednotlivıch oblastí, územní plán;VT5_20190307;07.03.2019 14:00;07.03.2019 16:00;Vzdìlávání zastupitelù;;;;Pøíbram (okres Pøíbram);;;;2;;NE;;15;1;15;0;0;0; / ;
1200;130;Základní téma: Základní principy fungování obcí;ZT_20190311;11.03.2019 15:00;11.03.2019 20:00;Vzdìlávání zastupitelù;;;;Záchlumí (okres Tachov);;;;5;;NE;;12;1;12;0;0;0; / ;
1201;130;Základní téma: Základní principy fungování obcí;ZT_2190312_Dacice;12.03.2019 15:00;12.03.2019 20:00;Vzdìlávání zastupitelù;;;;Daèice (okres Jindøichùv Hradec);DSO Daèicko;;;5;;NE;;23;1;23;0;0;0; / ;
1202;130;Základní téma: Základní principy fungování obcí;ZT_20190312_Odry;12.03.2019 16:00;12.03.2019 20:00;Vzdìlávání zastupitelù;;;;Odry (okres Novı Jièín);DSO Odersko;;;4;;NE;;19;1;19;0;0;0; / ;
1203;130;Základní téma: Základní principy fungování obcí;ZT_20190312_As;12.03.2019 15:00;12.03.2019 20:00;Vzdìlávání zastupitelù;;;;Aš (okres Cheb);DSO Ašsko;;;5;;NE;;0;1;0;0;0;0; / ;
1204;130;Volitelné téma 3: Zastupitel jako hospodáø: finance: rozpoèet obce – navrhování, schvalování, plnìní, kontrola, prevence zadluenosti obce;VT3_20190312;12.03.2019 16:00;12.03.2019 18:00;Vzdìlávání zastupitelù;;;;Kostelec nad Orlicí (okres Rychnov nad Knìnou);;;;2;;NE;;12;1;12;0;0;0; / ;
1205;130;Volitelné téma 4: Zastupitel jako hospodáø: majetek: hospodaøení s majetkem dle zákona o obcích, obecní majetek zbytnı/nezbytnı, zpùsoby péèe o majetek;VT4_20190312;12.03.2019 18:00;12.03.2019 20:00;Vzdìlávání zastupitelù;;;;Kostelec nad Orlicí (okres Rychnov nad Knìnou);;;;2;;NE;;12;1;12;0;0;0; / ;
1206;130;Volitelné téma 6: Zastupitel jako zákonodárce a ombudsman: legislativní nástroje obce, práva obèanù a monosti jejich obhajoby, práva zastupitelù apod.;VT6_20190312;12.03.2019 19:00;12.03.2019 20:00;Vzdìlávání zastupitelù;;;;Kostelec nad Orlicí (okres Rychnov nad Knìnou);;;;1;;NE;;12;1;12;0;0;0; / ;
1207;130;Volitelné téma 3: Zastupitel jako hospodáø: finance: rozpoèet obce – navrhování, schvalování, plnìní, kontrola, prevence zadluenosti obce;VT3_20190313;13.03.2019 15:00;13.03.2019 17:00;Vzdìlávání zastupitelù;;;;Daèice (okres Jindøichùv Hradec);DSO Daèicko;;;2;;NE;;23;1;23;0;0;0; / ;
1208;130;Volitelné téma 4: Zastupitel jako hospodáø: majetek: hospodaøení s majetkem dle zákona o obcích, obecní majetek zbytnı/nezbytnı, zpùsoby péèe o majetek;VT4_20190313;13.03.2019 17:00;13.03.2019 19:00;Vzdìlávání zastupitelù;;;;Daèice (okres Jindøichùv Hradec);DSO Daèicko;;;2;;NE;;23;1;23;0;0;0; / ;
1209;130;Volitelné téma 6: Zastupitel jako zákonodárce a ombudsman: legislativní nástroje obce, práva obèanù a monosti jejich obhajoby, práva zastupitelù apod.;VT6_20190313;13.03.2019 19:00;13.03.2019 20:00;Vzdìlávání zastupitelù;;;;Daèice (okres Jindøichùv Hradec);DSO Daèicko;;;1;;NE;;23;1;23;0;0;0; / ;
1212;130;Volitelné téma 3: Zastupitel jako hospodáø: finance: rozpoèet obce – navrhování, schvalování, plnìní, kontrola, prevence zadluenosti obce;VT3_20190314;14.03.2019 15:00;14.03.2019 17:00;Vzdìlávání zastupitelù;;;;Doksy (okres Èeská Lípa);;;;2;;NE;;11;1;11;0;0;0; / ;
1213;130;Volitelné téma 4: Zastupitel jako hospodáø: majetek: hospodaøení s majetkem dle zákona o obcích, obecní majetek zbytnı/nezbytnı, zpùsoby péèe o majetek;VT4_20190314;14.03.2019 17:00;14.03.2019 19:00;Vzdìlávání zastupitelù;;;;Doksy (okres Èeská Lípa);;;;2;;NE;;11;1;11;0;0;0; / ;
1214;130;Volitelné téma 5: Zastupitel jako osoba odpovìdná za dlouhodobı rozvoj obce: strategickı plán, strategické dokumenty jednotlivıch oblastí, územní plán;VT5_20190314;14.03.2019 19:00;14.03.2019 20:00;Vzdìlávání zastupitelù;;;;Doksy (okres Èeská Lípa);;;;1;;NE;;11;1;11;0;0;0; / ;
1216;130;Základní téma: Základní principy fungování obcí;ZT_20190318;18.03.2019 15:00;18.03.2019 17:00;Vzdìlávání zastupitelù;;;;Kravaøe (okres Opava);;;;2;;NE;;12;1;12;0;0;0; / ;
1217;130;Volitelné téma 3: Zastupitel jako hospodáø: finance: rozpoèet obce – navrhování, schvalování, plnìní, kontrola, prevence zadluenosti obce;VT3_20190318;18.03.2019 17:00;18.03.2019 18:30;Vzdìlávání zastupitelù;;;;Kravaøe (okres Opava);;;;2;;NE;;12;1;12;0;0;0; / ;
1218;130;Volitelné téma 4: Zastupitel jako hospodáø: majetek: hospodaøení s majetkem dle zákona o obcích, obecní majetek zbytnı/nezbytnı, zpùsoby péèe o majetek;VT4_20190318;18.03.2019 18:30;18.03.2019 20:00;Vzdìlávání zastupitelù;;;;Kravaøe (okres Opava);;;;1;;NE;;12;1;12;0;0;0; / ;
1219;130;Volitelné téma 3: Zastupitel jako hospodáø: finance: rozpoèet obce – navrhování, schvalování, plnìní, kontrola, prevence zadluenosti obce;VT3_20190319;19.03.2019 15:00;19.03.2019 17:00;Vzdìlávání zastupitelù;;;;Aš (okres Cheb);DSO Ašsko;;;2;;NE;;8;1;8;0;0;0; / ;
1220;130;Volitelné téma 4: Zastupitel jako hospodáø: majetek: hospodaøení s majetkem dle zákona o obcích, obecní majetek zbytnı/nezbytnı, zpùsoby péèe o majetek;VT4_20190319;19.03.2019 17:00;19.03.2019 19:00;Vzdìlávání zastupitelù;;;;Aš (okres Cheb);DSO Ašsko;;;2;;NE;;8;1;8;0;0;0; / ;
1221;130;Volitelné téma 5: Zastupitel jako osoba odpovìdná za dlouhodobı rozvoj obce: strategickı plán, strategické dokumenty jednotlivıch oblastí, územní plán;VT5_20190319;19.03.2019 19:00;19.03.2019 20:00;Vzdìlávání zastupitelù;;;;Aš (okres Cheb);DSO Ašsko;;;1;;NE;;8;1;8;0;0;0; / ;
1222;130;Volitelné téma 3: Zastupitel jako hospodáø: finance: rozpoèet obce – navrhování, schvalování, plnìní, kontrola, prevence zadluenosti obce;VT3_20190321;21.03.2019 16:00;21.03.2019 18:00;Vzdìlávání zastupitelù;;;;Odry (okres Novı Jièín);DSO Odersko;;;2;;NE;;15;1;15;0;0;0; / ;
1223;130;Volitelné téma 4: Zastupitel jako hospodáø: majetek: hospodaøení s majetkem dle zákona o obcích, obecní majetek zbytnı/nezbytnı, zpùsoby péèe o majetek;VT4_20190321;21.03.2019 18:00;21.03.2019 19:00;Vzdìlávání zastupitelù;;;;Odry (okres Novı Jièín);DSO Odersko;;;1;;NE;;15;1;15;0;0;0; / ;
1224;130;Volitelné téma 6: Zastupitel jako zákonodárce a ombudsman: legislativní nástroje obce, práva obèanù a monosti jejich obhajoby, práva zastupitelù apod.;VT6_20190321;21.03.2019 19:00;21.03.2019 20:00;Vzdìlávání zastupitelù;;;;Odry (okres Novı Jièín);DSO Odersko;;;1;;NE;;15;1;15;0;0;0; / ;
1225;130;Volitelné téma 2: Zastupitel jako vyjednavaè a reprezentace: vyjednávání s cílovımi skupinami, propagace obce, zastupování obce pøi spoleèenskıch pøíleitostech;VT2_20190325;25.03.2019 15:00;25.03.2019 17:00;Vzdìlávání zastupitelù;;;;Záchlumí (okres Tachov);;;;2;;NE;;10;1;10;0;0;0; / ;
1226;130;Volitelné téma 3: Zastupitel jako hospodáø: finance: rozpoèet obce – navrhování, schvalování, plnìní, kontrola, prevence zadluenosti obce;VT3_20190325;25.03.2019 17:00;25.03.2019 19:00;Vzdìlávání zastupitelù;;;;Záchlumí (okres Tachov);;;;2;;NE;;10;1;10;0;0;0; / ;
1227;130;Volitelné téma 4: Zastupitel jako hospodáø: majetek: hospodaøení s majetkem dle zákona o obcích, obecní majetek zbytnı/nezbytnı, zpùsoby péèe o majetek;VT4_20190325;25.03.2019 19:00;25.03.2019 20:00;Vzdìlávání zastupitelù;;;;Záchlumí (okres Tachov);;;;1;;NE;;10;1;10;0;0;0; / ;
1228;130;Základní téma: Základní principy fungování obcí;ZT_20190326;26.03.2019 16:00;26.03.2019 20:00;Vzdìlávání zastupitelù;;;;Pilníkov (okres Trutnov);DSO Podkrkonoší;;;4;;NE;;25;1;25;0;0;0; / ;
1229;130;Základní téma: Základní principy fungování obcí;ZT_20190326_Slezska-Brana;26.03.2019 15:00;26.03.2019 20:00;Vzdìlávání zastupitelù;;;;;DSO Slezská Brána;;;5;;NE;;16;1;16;0;0;0; / ;
1231;130;Základní téma: Základní principy fungování obcí;ZT_20190328;28.03.2019 10:00;28.03.2019 15:00;Vzdìlávání zastupitelù;;;;Novı Bydov (okres Hradec Králové);;;;5;;NE;;0;1;0;0;0;0; / ;
1232;130;Volitelné téma 3: Zastupitel jako hospodáø: finance: rozpoèet obce – navrhování, schvalování, plnìní, kontrola, prevence zadluenosti obce;VT3_20190328;28.03.2019 15:00;28.03.2019 17:00;Vzdìlávání zastupitelù;;;;Pramo (okres Frıdek-Místek);DSO Slezská Brána;;;2;;NE;;16;1;16;0;0;0; / ;
1233;130;Volitelné téma 4: Zastupitel jako hospodáø: majetek: hospodaøení s majetkem dle zákona o obcích, obecní majetek zbytnı/nezbytnı, zpùsoby péèe o majetek;VT4_20190328;28.03.2019 17:00;28.03.2019 19:00;Vzdìlávání zastupitelù;;;;Pramo (okres Frıdek-Místek);DSO Slezská Brána;;;2;;NE;;16;1;16;0;0;0; / ;
1234;130;Volitelné téma 5: Zastupitel jako osoba odpovìdná za dlouhodobı rozvoj obce: strategickı plán, strategické dokumenty jednotlivıch oblastí, územní plán;VT5_20190328;28.03.2019 19:00;28.03.2019 20:00;Vzdìlávání zastupitelù;;;;Pramo (okres Frıdek-Místek);DSO Slezská Brána;;;1;;NE;;16;1;16;0;0;0; / ;
1235;130;Základní téma: Základní principy fungování obcí;ZT_20190329;29.03.2019 14:00;29.03.2019 17:00;Vzdìlávání zastupitelù;;;;Kunèice pod Ondøejníkem (okres Frıdek-Místek);;;;3;;NE;;15;1;15;0;0;0; / ;
1236;130;Volitelné téma 1: Zastupitel jako manaer: øízení obce z hlediska èasovıch úkolù, øízení zastupitelstva, rady, komisí, systém v práci manaera, vlastnosti zastupitele jako manaera;VT1_20190329;29.03.2019 17:00;29.03.2019 18:00;Vzdìlávání zastupitelù;;;;Kunèice pod Ondøejníkem (okres Frıdek-Místek);;;;1;;NE;;15;1;15;0;0;0; / ;
1237;130;Volitelné téma 1: Zastupitel jako manaer: øízení obce z hlediska èasovıch úkolù, øízení zastupitelstva, rady, komisí, systém v práci manaera, vlastnosti zastupitele jako manaera;VT1_20190329_Novy-Bydzov;29.03.2019 10:00;29.03.2019 12:00;Vzdìlávání zastupitelù;;;;Novı Bydov (okres Hradec Králové);;;;2;;NE;;14;1;14;0;0;0; / ;
1238;130;Volitelné téma 3: Zastupitel jako hospodáø: finance: rozpoèet obce – navrhování, schvalování, plnìní, kontrola, prevence zadluenosti obce;VT3_20190329;29.03.2019 18:00;29.03.2019 19:00;Vzdìlávání zastupitelù;;;;Kunèice pod Ondøejníkem (okres Frıdek-Místek);;;;1;;NE;;15;1;15;0;0;0; / ;
1239;130;Volitelné téma 3: Zastupitel jako hospodáø: finance: rozpoèet obce – navrhování, schvalování, plnìní, kontrola, prevence zadluenosti obce;VT3_20190329_Novy-Bydzov;29.03.2019 12:00;29.03.2019 14:00;Vzdìlávání zastupitelù;;;;Novı Bydov (okres Hradec Králové);;;;2;;NE;;14;1;14;0;0;0; / ;
1240;130;Volitelné téma 4: Zastupitel jako hospodáø: majetek: hospodaøení s majetkem dle zákona o obcích, obecní majetek zbytnı/nezbytnı, zpùsoby péèe o majetek;VT4_20190329;29.03.2019 19:00;29.03.2019 20:00;Vzdìlávání zastupitelù;;;;Kunèice pod Ondøejníkem (okres Frıdek-Místek);;;;1;;NE;;15;1;15;0;0;0; / ;
1241;130;Volitelné téma 4: Zastupitel jako hospodáø: majetek: hospodaøení s majetkem dle zákona o obcích, obecní majetek zbytnı/nezbytnı, zpùsoby péèe o majetek;VT4_2090329_Novy-Bydzov;29.03.2019 14:00;29.03.2019 15:00;Vzdìlávání zastupitelù;;;;Novı Bydov (okres Hradec Králové);;;;1;;NE;;14;1;14;0;0;0; / ;
1244;130;Základní téma: Základní principy fungování obcí;ZT_20190402;02.04.2019 15:00;02.04.2019 20:00;Vzdìlávání zastupitelù;;;;Bystøice nad Pernštejnem (okres Ïfár nad Sázavou);DSO Bystøicko;;;5;;NE;;38;1;38;0;0;0; / ;
1245;130;Volitelné téma 3: Zastupitel jako hospodáø: finance: rozpoèet obce – navrhování, schvalování, plnìní, kontrola, prevence zadluenosti obce;VT3_20190402;02.04.2019 16:00;02.04.2019 18:00;Vzdìlávání zastupitelù;;;;Doudleby nad Orlicí (okres Rychnov nad Knìnou);;;;2;;NE;;11;1;11;0;0;0; / ;
1246;130;Volitelné téma 4: Zastupitel jako hospodáø: majetek: hospodaøení s majetkem dle zákona o obcích, obecní majetek zbytnı/nezbytnı, zpùsoby péèe o majetek;VT4_20190402;02.04.2019 17:00;02.04.2019 19:00;Vzdìlávání zastupitelù;;;;Doudleby nad Orlicí (okres Rychnov nad Knìnou);;;;2;;NE;;11;1;11;0;0;0; / ;
1247;130;Volitelné téma 6: Zastupitel jako zákonodárce a ombudsman: legislativní nástroje obce, práva obèanù a monosti jejich obhajoby, práva zastupitelù apod.;VT6_20190402;02.04.2019 19:00;02.04.2019 20:00;Vzdìlávání zastupitelù;;;;Doudleby nad Orlicí (okres Rychnov nad Knìnou);;;;1;;NE;;11;1;11;0;0;0; / ;
1248;130;Volitelné téma 3: Zastupitel jako hospodáø: finance: rozpoèet obce – navrhování, schvalování, plnìní, kontrola, prevence zadluenosti obce;VT3_20190403;03.04.2019 15:00;03.04.2019 16:30;Vzdìlávání zastupitelù;;;;Bystøice nad Pernštejnem (okres Ïfár nad Sázavou);DSO Bystøicko;;;2;;NE;;31;1;31;0;0;0; / ;
1249;130;Volitelné téma 4: Zastupitel jako hospodáø: majetek: hospodaøení s majetkem dle zákona o obcích, obecní majetek zbytnı/nezbytnı, zpùsoby péèe o majetek.;VT4_20190403;03.04.2019 16:30;03.04.2019 18:00;Vzdìlávání zastupitelù;;;;Bystøice nad Pernštejnem (okres Ïfár nad Sázavou);DSO Bystøicko;;;1;;NE;;31;1;31;0;0;0; / ;
1250;130;Volitelné téma 5: Zastupitel jako osoba odpovìdná za dlouhodobı rozvoj obce: strategickı plán, strategické dokumenty jednotlivıch oblastí, územní plán;VT5_20190403;03.04.2019 18:00;03.04.2019 20:00;Vzdìlávání zastupitelù;;;;Bystøice nad Pernštejnem (okres Ïfár nad Sázavou);DSO Bystøicko;;;2;;NE;;31;1;31;0;0;0; / ;
1253;130;Volitelné téma 6: Zastupitel jako zákonodárce a ombudsman: legislativní nástroje obce, práva obèanù a monosti jejich obhajoby, práva zastupitelù apod.;VT6_20190406;06.04.2019 09:00;06.04.2019 19:00;Vzdìlávání zastupitelù;;;;Raèice-Pístovice (okres Vyškov);;;;10;;NE;;10;1;10;0;0;0; / ;
1254;130;Základní téma: Základní principy fungování obcí;ZT_20190409;09.04.2019 15:00;09.04.2019 17:00;Vzdìlávání zastupitelù;;;;Šternberk (okres Olomouc);Mikroregion Šternbersko;;;2;;NE;;30;1;30;0;0;0; / ;
1255;130;Volitelné téma 3: Zastupitel jako hospodáø: finance: rozpoèet obce – navrhování, schvalování, plnìní, kontrola, prevence zadluenosti obce;VT3_20190409;09.01.2019 17:00;09.01.2019 18:30;Vzdìlávání zastupitelù;;;;Šternberk (okres Olomouc);Mikroregion Šternbersko;;;2;;NE;;30;1;30;0;0;0; / ;
1256;130;Volitelné téma 4: Zastupitel jako hospodáø: majetek: hospodaøení s majetkem dle zákona o obcích, obecní majetek zbytnı/nezbytnı, zpùsoby péèe o majetek;VT4_20190409;09.04.2019 18:30;09.04.2019 20:00;Vzdìlávání zastupitelù;;;;Šternberk (okres Olomouc);Mikroregion Šternbersko;;;1;;NE;;30;1;30;0;0;0; / ;
1259;130;Základní téma: Základní principy fungování obcí;ZT_20190417;17.04.2019 13:00;17.04.2019 15:00;Vzdìlávání zastupitelù;;;;Náchod (okres Náchod);DSO Náchodsko;;;2;;NE;;9;1;9;0;0;0; / ;
1260;130;Volitelné téma 1: Zastupitel jako manaer: øízení obce z hlediska èasovıch úkolù, øízení zastupitelstva, rady, komisí, systém v práci manaera, vlastnosti zastupitele jako manaera;VT1_20190417;17.04.2019 15:00;17.04.2019 16:00;Vzdìlávání zastupitelù;;;;Náchod (okres Náchod);DSO Náchodsko;;;1;;NE;;9;1;9;0;0;0; / ;
